Systemnummer,Barcode,Volltext,Verlagsort normiert ; GND-ID,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Marker,Werktitel,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe
AC11095766,Z185145105,http://data.onb.ac.at/ABO/%2BZ185145105,Frankfurt am Main; (DE-588)4018118-2,"Fitzer, William; (DE-588)128664622","Rötel, Kaspar; (DE-588)1037507312",1628,TravelogueD17 Asien,,Der zwölffte Theil Der Orientalischen Jndien. Darinnen etliche newe/ gedenckwürdige Schifffarthen vnd Reysen/ so von vnderschiedlichen Völckern/ sonderlich den Portugesen/ Englischen/ vnd Holländern/ in OstJndien/ vnd deren anstossende Königreich/ vom Jahr 1610. biß vff 1627. verrichtet worden. Sonderlich aber Jn das Königreich Jndostan/ oder deß grossen Mogols/ das Königreich China/ Persien/ die Bandamischen Jnsuln/ vnd andere vmbligende Länder. Beneben Beschreibung der zwischen den Englischen/ vnd Holländern entstandenen Strittigkeiten/ vnd Scharmützeln/ in Jacatra/ vnd den Bandamischen Jnsuln. Deßgleichen Die Reyß vnd Schifffarth der Nassawischen Floth/ so vnter dem Admiral Jacob l'Eremit/ von den Holländern im Jahr 1623.1624. 1625. vnd 1626. vmb den gantzen Erdkreyß verrichtet worden. Sampt andern dergleichen denckwürdigen Reysen vnd Schifffahrten
AC11095780,Z185145002,http://data.onb.ac.at/ABO/%2BZ185145002,Frankfurt am Main; (DE-588)4018118-2,"Fitzer, William; (DE-588)128664622","Rötel, Kaspar; (DE-588)1037507312",1618,TravelogueD17 Arktis Nordamerika,,Der dreyzehende Theil Der Orientalischen Jndien/ Darinnen beneben etlichen newen/ gedenckwürdigen Schiffarthen vnd Reysen/ so von vnderschiedlichen Völckern/ sonderlich den Portugesen/ Englischen vnd Holländern/ in OstJndien/ vnd dem anstossende Königreich/ vom 1615. biß 1628. verrichtet worden; Auch insonderheit andere biß anhero vnbekandte Königreich vnnd Länder/ sonderlich das Königreich Jndostan/ oder deß Grossen Mogols/ Königreich China/ Persien/ wie auch Moscaw/ Reussen/ Groenlandt/ Tartarey/ Algier/ vnd andere angräntzenden Provintzen/ von newen beschrieben/ vnd mit erst erfundenen Landtaffeln vor Augen gestellet worden. Alles mit sonderbaren schönen Kupfferstücken gezieret
AC15461475,Z174836908,http://data.onb.ac.at/ABO/%2BZ174836908,,,,1665,TravelogueD17 Europa; TravelogueD17 Orient,,"Continuirende  Relation, Wie Jhro Hoch-Gräffl. Excellentz Der Röm: Kayserl: Mayest: an die Ottomannische Porten Respectivè destinirter Herr Ambassiador Jhre Reise vom 26. Junij biß den 17. Monats Julij/ instehenden 1665. Jahres auß dem Gezelt bey Belgrad gegen Adrianopel fortgesetzt/ vnd was dißfals Täglichen Passiret. Anno M. DC. LXV."
AC15461471,Z174836908,http://data.onb.ac.at/ABO/%2BZ174836908,,,,1665,TravelogueD17 Europa; TravelogueD17 Orient,,Continvatio Relationis Oder Vollständiger Bericht/ Was Bey Fortsetzung der Kayserl. grossen Bottschafft nach Constantinopel destinirten Reise/ vom 10. biß zum 25. Monaths Junij Täglich passiret. Anno M. DC. LXV.
AC15461466,Z174836908,http://data.onb.ac.at/ABO/%2BZ174836908,,,,1665,TravelogueD17 Europa; TravelogueD17 Orient,,Relation Vnd Außführlicher Bericht/ Was Bey fortsetzung der Kayserl. grossen Bottschafft nach Constantinopel destinirten Reise vom 1ten biß zum 9ten instehenden Monaths Junij täglich passirt/ Auch Wie hochgedachte Bottschafft Jhren Sollenen Einzug zu Ofen gehalten/ vnd von dem Türckischen Groß-Vezier nach vollbrachter Audientz (so den 3ten dieses geschehen) mit Præsenten regalirt worden. Anno M. DC. LXV.
AC04510780,Z59497900,http://data.onb.ac.at/ABO/%2BZ59497900,,,,[1699],TravelogueD17 Europa,,"Außführliche Relation, Von den Vermählungs=Ceremonien/ der Allerdurchleuchtigsten Römischen Königin zu Modena, und dessen/ was auf Dero Reise biß Roveredo vorgangen"
AC04510883,Z59498205,http://data.onb.ac.at/ABO/%2BZ59498205,,,,1699,TravelogueD17 Europa,,"Weiterer Verfolg Dessen Was sich bey Einholung Ihrer Majestät der Römisch-Königlichen Braut vom 17. Januar. biß auf den 12. Februarii, 1699. nehmlich von Roveredo auß biß nacher Lintz begeben"
AC05906012,Z62785705,http://data.onb.ac.at/ABO/%2BZ62785705,,,,1617,TravelogueD17 Europa,,"Vera Descriptio Visitationis quorundam Magnatum, Principum, Das ist: Warhafftige vnd Eygentliche Beschreibung von der Heimsuchung oder Räiß etlicher hoher Magnaten vnnd Potentaten/ als Jhr Keys. May. vnd Königl. W. sampt Ertzhertzogen Maximiliani/ mit den zugehörigen vornembsten Geheymen Räthen vnd hohen Officirn/ so sie den 31. Jul. von Prag auß nach Dreßden zu jhrer Churf Gn. von Sachsen nechst Gott zu verrichten vorgenommen vnd angefangen; Auch wie ihr Keys. May. den 1. Augusi [!] zu Labassitz angelangt/ vnd Nachtläger allda gehalten/ deßgleichen wie jhr Mayest. von jhr Churf. Gn. von Sachsen auff dem Wasser ist empfangen worden/ vnnd was sich ferners bey denselbigen von allerhand lustigen vnd kurtzweiligen dingen begeben vnd zugetragen/ welches billich ein jeder zu wissen begeren solte/ vnd man es kürtzlich hierinn beschrieben findet"
AC09701368,Z166448602,http://data.onb.ac.at/ABO/%2BZ166448602,Augsburg; (DE-588)4003614-5,"Mang, Sara; (DE-588)103753252X","Mang, Sara; (DE-588)103753252X",1620,TravelogueD17 Europa,,Bericht vnnd Discurs: Vber der Kön: Mayst: in Franckreich glückliche Raiß vnnd verrichtung inn Bearne. Auß dem Frantzösischen/ so zu Pariß vnd Lion gedruckt worden/ verteutscht
AC09705487,Z105516004,http://data.onb.ac.at/ABO/%2BZ105516004,Heidelberg; (DE-588)4023996-2,"Vögelin, Gotthard; (DE-588)121377571","Vögelin, Gotthard; (DE-588)121377571",1613,TravelogueD17 Europa,,Beschreibung Der Reiß: Empfahung deß Ritterlichen Ordens: Vollbringung des Heyraths: und glücklicher Heimführung: Wie auch der ansehnlichen Einführung: gehaltener Ritterspiel und Frewdenfests: Des Durchleuchtigsten/ Hochgebornen Fürsten vnd Herrn/ Herrn Friederichen deß Fünften/ Pfaltzgraven bey Rhein/ deß Heiligen Römischen Reichs Ertztruchsessen vnd Churfürsten/ Hertzogen in Bayern/ etc. Mit der auch Durchleuchtigsten/ Hochgebornen Fürstin/ vnd Königlichen Princessin/ Elisabetheñ/ deß Großmechtigsten Herrn Iacobi deß Ersten Königs in GroßBritannien Einigen Tochter. Mit schönen Kupfferstücken gezieret
AC09807605,Z19753230X,http://data.onb.ac.at/ABO/%2BZ19753230X,Nürnberg; (DE-588)4042742-0,"Endter, Wolfgang Moritz; (DE-588)128718358","Endter, Wolfgang Moritz; (DE-588)128718358",1676,TravelogueD17 Orient; TravelogueD17 Afrika Asien,,"Asiatische und Africanische Denkwürdigkeiten dieser Zeit/; Das ist/ Beschreibung der Königreiche/ Herrschaften und Länder Deß Grossen Mogols/ Deß Grossen Neguz, oder so genannten Priester Johannis, deß Königreichs von Argier, und der Länder Barbariæ und Mauritaniæ, Neben dem Africanischen Judenthum. Worinnen nicht nur die jetzige Beschaffenheit der Länder/ nach ihrer Gelegenheit/ Flüssen/ Gebürgen/ Land= und Städtbau/ Fruchtbarkeit/ und was ober und unter der Erden schätzbar zu finden: Sondern es wird auch eigentlich berichtet/ wie die Regierung jedes Orts im Geist= und Weltlichen Stande angeordnet; Was in Staats=Sachen allenthalben zu beobachten; Wie in Kriegs= und Friedens=Zeiten nach Erforderung die Anstalt gemacht werden; Absonderlich wie sie ihre Gräntzen/ vor dem Einfall ihrer Benachbarten/ versichern/ und in was Stand die Commercien aller Orten zu befinden. Neben Anfügung allerhand Glück= und Unglücks=Fälle/ auch merckwürdiger Begebenheiten zu Wasser und Land/ welche zu lesen sehr annehmlich vorkommen werden"
AC09843860,Z175322805,http://data.onb.ac.at/ABO/%2BZ175322805,,,,1660,TravelogueD17 Europa,"Relation la plus fidèle et ponctuelle de la réception de M. le maréchal duc de Grammont, ambassadeur extraordinaire pour le mariage du roi à la cour d'Espagne, écrite à Madrid par un gentilhomme de sa suite, et envoyée à un sien ami en France, le 21 octob. 1659","Wahrhafftige Erzehlung Der Reisz/ Prächtigen Einzugs/ vnd Herrlicher Empfahung/ Deß Herrn Mareschal, Hertzogen von Grammont, zu Madrit/ Von Madrid/ den 22. Octobris 1659.; Auß dem zu Thoulouse gedruckten Exemplar in unsere Teutsche Sprach übersetzet/ Sambt einem Sendbrieff/ Eines vornehmen Herrn/ am Königlichen Hoff allda/ An einen Frantzösischen Bedienten an den Teutschen Gräntzen"
AC09846891,Z156569405,http://data.onb.ac.at/ABO/%2BZ156569405,Frankfurt am Main; (DE-588)4018118-2,"Schiele, Johann Georg; (DE-588)124684203","Schiele, Johann Georg; (DE-588)124684203",1672,TravelogueD17 Europa,"L'Europe vivante ou relation nouvelle, historique et politique de tous ses estats selon la face qu'ils ont",Jetztlebenden Europæ; Begreiffend Die Beschreibung einer Reyse in Teutschland in den Monaten April/ May/ Junio/ Julio und Augusto des Jahrs 1669. Darinnen zu sehen Der gegenwärtige Zustand vieler Ständen Chur= und Fürsten deß H. R. Reichs. Der Vrsprung ihres Geschlechts/ ihr Wachsthumb und Verbündnüsse/ sampt einer Beschreibung Der Fürstlichen Personen und einer Lobschrifft der vornehmsten Personen so dieser Zeit in den Staats=Sachen/ in dem Krieg und in den Wissenschaften berühmt seynd
AC09995786,Z166663604,http://data.onb.ac.at/ABO/%2BZ166663604,Hamburg; (DE-588)4023118-5,"Schultze, Gottfried; (DE-588)117214329","Schultze, Gottfried; (DE-588)117214329",1670,TravelogueD17 Asien,"Journael of kort verhael van`t begin, voortangh en eynde des Oorloghs tusschen den koningh en verdere regeeringe van Macassar","Journal, Oder  Kurtze Erzehlung des Anfangs/ Fort= und Außgangs des Krieges/ welcher zwischen dem König und mehrerer Regierunge des Reichs Macassar und der Oost=Jndischen Compagnie der vereinigten Niederlanden in den Jahren 1666. 1667. 1668. und 1669. geführet worden; Darinnen angezeiget werden die herrlichen Siege der gemeldeten Compagnie gegen das Macassarische Reich/ erhalten unter der tapfferen Anführunge des Edlen Herrn Cornelis Speelmann. Alten Gouverneur der Lande Choromandel &c. Benebenst deren Friedens Articulen. Außm Niederländischen übersetzet"
AC10153023,Z178293907,http://data.onb.ac.at/ABO/%2BZ178293907,Arnheim; (DE-588)4002980-3,"Jansson, Jan; (DE-588)122316924","Jansson, Jan; (DE-588)122316924",1601,TravelogueD17 Asien Ozeanien Afrika,"Journael van de tweede Schip-vaert op Oost Indien, gedaen by acht Scheepen, onder den Heer Admirael Jacob van Neck en de Wybrand van Warwyck, van Amsterdam ghezeylt in den Jare 1598","Das ander Buch/ Journal oder Tagh=handelbuch/ inhaltend ein warhaftigh vberschlagh vnd Historissche erzelung von die Reyse oder Schiffahrt/ durch acht Schiff von Amsterdam ghethan/ welche Anno 1598. am eersten tag im Martio vnder daß befelch von dem Admiral Iacob Corenlissz Neck, vnd Wybrant von Warvvijck gleich als Vice=Admiral/ von Amsterdam auszghefahren sein; Von ihre Zeglung vnd ghedenckwirdichste sachen vnd geschicht/ die ihnen auff ietz ghemelte Reyse widerfahren vnd zughefallen seind. Zu gleich ihre handlung im kauffen vnd verkauffen/ auch ein Historisch erzelung von die orther die sei [!] in die Molucken besegelt haben/ ihr handlung/ wandlung/ Kreichsrustung/ ghelegenheit der platz/ vnd wasz nutß alda zu schaffen ist/ wunderlich vnd gar nutzbarlich zu lesen. Mit 24. Kupfere stuck ghezieret, mit ihre beschreibung da bey. Vnd ein Dictionarium von ihrer worter"
AC10239953,Z157645002,http://data.onb.ac.at/ABO/%2BZ157645002,Nürnberg; (DE-588)4042742-0,Johann Andreas Endter; (DE-588)1082302678,,1659,TravelogueD17 Asien Europa Afrika; TravelogueD17 Orient,Reyßbuch deß heyligen Lands,"Bewehrtes Reißbuch deß Heiligen Lands/ Oder/ Eine gründliche Beschreibung aller Meer= und Bilgerfahrten zum heiligen Lande/ so von vielen hohen/ auch andern Stands Personen/ zu Wasser und Land vorgenommen/ und durch wunderbarlich Abendtheur nebenst grosser Gefahr Leibs und Guts vollbracht worden. Da auch weiters Die eigentliche Beschreibung deß gantzen Heiligen Lands Palæstinæ, sampt desselben Landschaften/ Städten/ Dörffern/ Flüssen und andern dergleichen zu befinden ist/ und darneben angezeigt/ was in den mächtigen Land Jndien und Persien wunderbares von Antiquitäten/ unbekannten Erdgewächsen und seltzamen Thieren können gesehen werden. Endlich Von gemeldter Ort und Landen Einwohnern/ Türcken und Arabern/ so auch anderer Nationen/ Religion/ Ceremonien: Wie auch ihren Weltlichen Recht und Policey=Ordnung/ Kriegs=Regiment/ Sitten und Gebräuchen. Beneben einem ordentlichen Register aller denckwürdigen Materien und Sachen"
AC10240949,Z174836908,http://data.onb.ac.at/ABO/%2BZ174836908,,,,1665,TravelogueD17 Europa; TravelogueD17 Orient,,"Relation Oder Außführlicher Bericht/ Wie die Kays. nach Constantinopel abgefertigte grosse Bottschafft zu Comorn angelanget/ auch wie die herauff beschehene Abwechßlung mit der Türckischen grossen Bottschafft erfolgt; Sambt Einer Specification, was Dito Türckische Bottschafft von Jhro Kays. Mayest. Vnserm Allergnädigisten Herrn zu Täglicher Vnderhaltung gefordert vnd begehrt habe"
AC10240995,Z174822107,http://data.onb.ac.at/ABO/%2BZ174822107,,,,1665,TravelogueD17 Europa,,"Außführliche Relation vnd Beschreibung/ Wie die Röm: Kayserliche Mayestät den 27. Septemb. von Saltzburg auffgebrochen/ Jhre Raise nacher Ynßbrugg fortgesetzet, vnd den 2. Octobris daselbst glücklich angelanget/ auch was darbey ferner denckwürdiges passiret"
AC10241018,Z166663707,http://data.onb.ac.at/ABO/%2BZ166663707,München; (DE-588)4127793-4,"Heinrich, Nikolaus; (DE-588)132033380","Heinrich, Nikolaus; (DE-588)132033380",1609,TravelogueD17 Afrika Asien Südamerika,,"Historische Relation/ Was sich inn etlichen Jaren hero/ im Königreich Iapon, so wol im geist= als auch im weltlichen Wesen/ namhafftes begeben vnd zugetragen; Zum andern/ von dem Standt vnd Gelegenheit der gantzen OstJndien/ wie auch die Vestungen zu Mozambic, Goa vnd Malaca, von den Holländern belägert/ vnd was sie deren orten außgericht. Drittens/ kurtze Beschreibung deß Landts Guinea vnd Serra Lioa in Africa ligendt: Was mit Bekehrung eines heydnischen Königs/ vnd einer Vestung/ so die Holländer inn Guinea zuerbawen sich vnderstanden/ verloffen vnd fürüber gangen: Wie sie auch letstlich daruon abgetriben worden; Durch Ægidium Albertinvm, Fürstl. Durchl. in Bayrn/ etc. Secretarien , auß vnderschidlichen der Societet Iesu Jtalianischen vn[d] Frantzösischen Jahrschreiben/ vnd anderer Herrn Missiuen/ menigklich zu guten in vnser hochteutsche Sprach vbersetzt"
AC10241034,Z158473004,http://data.onb.ac.at/ABO/%2BZ158473004,,,,1644,TravelogueD17 Europa; TravelogueD17 Orient,,"Kurtze vnd warhaffte Relation Auß Ofen/ Wie daß der Röm: Kay: Mayst: abgesander Pottschaffter den 17. Julii zu Ofen ist glücklich ankommen. Anno, M. DC. XLIV."
AC10241038,Z16721300X,http://data.onb.ac.at/ABO/%2BZ16721300X,Dillingen a.d. Donau; (DE-588)4012328-5,"Mayer, Johann; (DE-588)122079078","Mayer, Johann; (DE-588)122079078",1601,TravelogueD17 Asien,"Newe Historische Relation, Und sehr gute, fröliche und lustige Bottschafft, was sich in vilen gewaltigen Königreichen der Orientalischen Indien, wie auch inn dem mächtigen Königreich China, und bey dem grossen König Mogor ... zugetragen","Newe Historische Relation/ Und sehr gůte/ fröliche vnd lustige Bottschafft/ was sich in vilen gewaltigen Königreichen der Orientalischen Jndien/ wie auch inn dem mächtigen Königreich China/ vnd bey dem grossen König Mogor/ zuuorderst aber in Jappon/ vor vn[d] nach dem Tod deß alte[n] Königs Quabacondoni od[er] Taicosamę/ im 1598. vnd 99. Jar/ zůgetragen/; wie jetzt gemelter Tyrann abgeleibet/ vnd Gott der Herr den Patribus Societatis Iesv, grosse gewaltige Thor zů beköhrung der Haidenschafft/ in gemeldten Königreichen/ wunderbarlich eröffnet. Auch von den mercklichen Reichthumben/ seltzamen vnerhörten Sitten vnnd Gebräuchen/ so wol in Religions/ als Politischen Wesen/ derselben Königen jhrer Reiche. Alles in etlichen Missiuen obgedachter Patrum/ vnd vorgemelten Jaren/ an jhren Hochehrwürdigen P. Generalem geschriben/ vnd thails auß dem Lateinischen/ thails auß dem Welschen Exemplar in die Teutsche Sprach versetzt"
AC10241087,Z166665108,http://data.onb.ac.at/ABO/%2BZ166665108,Augsburg; (DE-588)4003614-5,"Dabertzhofer, Chrysostomus; (DE-588)1036633810","Dabertzhofer, Chrysostomus; (DE-588)1036633810",1611,TravelogueD17 Asien Nordamerika,"Drey newe Relationes erste, aus Japon, was sich darinn, so wol in Geist- als Weltlichen Sachen im Jahr Christi 1606. denckwürdigs zugetragen",Drey newe Relationes Erste/ auß Japoñ/ was sich darinn/ so wol in Geist= als Weltlichen Sachen im Jahr Christi 1606. denckwürdigs zugetragen. Andere/ von Missionibus oder Reisen/ so etliche Priester der Societet Jesu/ im Jar 1607. in das Königreich Mexico angestelt. Dritte/ von ableiben deß mächtigen Königs Mogor/ vnd wie nach selbigem in seinem Reich das Religion vnd Politisch wesen beschaffen. Auß vnderschidlichen der Societet Iesu Lateinischen/ Jtalianischen vnd Portugesischen Schreiben verteutscht
AC10241088,Z166659108,http://data.onb.ac.at/ABO/%2BZ166659108,Augsburg; (DE-588)4003614-5,"Dabertzhofer, Chrysostomus; (DE-588)1036633810","Dabertzhofer, Chrysostomus; (DE-588)1036633810",1611,TravelogueD17 Asien Nordamerika,"Drey newe Relationes erste, aus Japon, was sich darinn, so wol in Geist- als Weltlichen Sachen im Jahr Christi 1606. denckwürdigs zugetragen",Drey newe Relationes Erste/ auß Japon/ was sich darinn/ so wol in Geist= als Weltlichen Sachen im Jahr Christi 1606. denckwürdigs zugetragen. Andere/ von Missionibus oder Reisen/ so etliche Priester der Societet Jesu/ im Jahr 1607. in das Königreich Mexico angestelt. Dritte/ von ableiben deß mächtigen Königs Mogor / vnd wie nach selbigen in seinem Reich das Religion vnd Politisch wesen beschaffen. Auß vnderschidlichen der Societet Iesu Lateinischen/ Jtalianischen vnd Portugesischen Schreiben verteutscht
AC10256579,Z160331002,http://data.onb.ac.at/ABO/%2BZ160331002,Magdeburg; (DE-588)4036934-1,"Kirchener, Ambrosius; (DE-588)135958733","Kirchener, Ambrosius; (DE-588)135958733",1605,TravelogueD17 Europa Asien,"Vier Bücher Wunderbarlicher biß daher unerhörter, und ungleublicher Indianischer reysen, durch die Lufft, Wasser, Landt, Helle/, Paradiß, und den Himmel",Vier Bücher Wunderbarlicher bisz daher vnerhörter/ vnd vngleublicher Jndianischer Reysen/ durch die Lufft/ Wasser/ Land/ Helle/ Paradiso/ vnd den Himmel; Beschrieben von Dem grossen Alexander. Dem Plinio Secundo. Dem Oratore Luciano. Vnd von S. Brandano. Mit etlichen warhafften/ jedoch bey vielen Gelehrten glaubwirdigen Lügen. Vnsern lieben Teutschen zur Lere vnnd kurtzweiliger ergetzung/ aus Griechischer vnd Lateinischer Sprach mit fleiß verteutschet; Durch Gabriel Rollenhagen
AC09629629,Z163300405,http://data.onb.ac.at/ABO/%2BZ163300405,Frankfurt am Main; (DE-588)4018118-2,"Roth, Franz Nicolaus; (DE-588)104279842","Saur, Johannes; (DE-588)1037495667",1609,TravelogueD17 Orient; TravelogueD17 Europa Asien Afrika,Reyßbuch deß heyligen Lands,"Reyßbuch deß heyligen Lands/; Das ist Ein gründtliche beschreibung aller vnd jeder Meer vnd Bilgerfahrten zum heyligen Lande/ so bishero/ in zeit dasselbig von den Ungläubigen erobert und inn gehabt/ beyde mit bewehrter Hand vnd Kriegßmacht/ zu wider eroberung deren Land/ denn auch aus Andacht vnd Christlicher Anmutung zu den heyligen Orten/ von vielen Fürsten/ Graffen/ Freyen/ Rittern/ vom Adel vnd andern fürtrefflichen/ Ehr und Tugendliebenden/ Geistlichs vnd Weltlichs Standts Herren/ zu Wasser vnd Land vorgenommen/ ins Werck gericht/ vnd durch wunderbarlich Abentheuwr/ auch vnglaublich grosse Gefahr/ Leibs vnd Guts vollnbracht. Beneben eingeführter auch eigentlicher Beschreibung deß gantzen heyligen Lands Palæstinae, sampt demselben einverleibter Landschafften/ Refieren vnd Termineyen: Zu dem aller darinn begrieffener nahmhaffter Stätt/ Flecken/ Dörffer/ Festungen/ Bergen/ Auwen/ Meer/ Wasser/ Seen: Bevorab der heyligen Stätte in vnd ausserhalb der Statt Jerusalem/ an denen vnser Herr vnd Heyland Christus di zeit seiner Wallfahrt auff Erden/ vnd denn das Werck vnser einigen Erlösung vollbracht hat. Demnach der angrentzenden/ Benachbarten/ so wol der andern entlegenen Land Jndien vnd Persien/ vnd was darinnen wunderbares von Antiquitäten/ vnbekandten Erdtgewächsen vnd seltzsamen Thieren zu finden. Endtlich von gemelter Ort vnd Landen jetziger Einwohner/ Türcken vnd Araber/ So auch ander Nationen/ die sich Christen rühmen/ vnd in den Orientalischen Landen/ insonderheit aber zu Jerusalem sich wesentlich verhalten/ Religion/ Ceremonien in Glaubens Sachen/ vnderschiedlichen Secten in Gottesdienst/ sampt derselben auß Gottes Wort gründtlicher Widerlegung: Sowol ihrem Weltlichen Recht vnd Policey Ordnung/ Kriegsregiment/ Sitten vnd Gebräuchen ; Menniglich/ was Stands vnd Würden der sey/ zu besserm der H. Schrifft verständtnüß/ alter Historien Erleuterung/ auch zu betrachtung deß wunderbarlichen Glücks vnd Vnglücks wechsel vnd Vnbeständigkeit/ vnd denn der kräfftigen Hülffe Gottes in nöthen/ zu lesen so wol nützlich als lieblich: Denen aber so künfftig dergleichen zuversuchen gesinnet/ zu wissen nötig"
